ensembl_gene_id	ensembl_transcript_id	start	end	HGNC_gene_symbol	swissprot_id
ENSG00000022355	ENST00000638159	154	1567	GABRA1	P14867
ENSG00000022556	ENST00000543010	144	3330	NLRP2	Q9NX02
ENSG00000022567	ENST00000517878	594	3017	SLC45A4	Q5BKX6
ENSG00000022840	ENST00000413266	1	2449	RNF10	Q8N5U6
ENSG00000022976	ENST00000442396	21	2802	ZNF839	A8K0R7
ENSG00000023041	ENST00000682055	473	1795	ZDHHC6	Q9H6R6
ENSG00000023171	ENST00000635736	525	3156	GRAMD1B	Q3KR37
ENSG00000023191	ENST00000534797	1409	2791	RNH1	P13489
ENSG00000023228	ENST00000455934	62	2284	NDUFS1	P28331
ENSG00000023287	ENST00000025008	528	5309	RB1CC1	Q8TDY2
ENSG00000023318	ENST00000262455	161	1378	ERP44	Q9BS26
ENSG00000023330	ENST00000469224	203	2123	ALAS1	P13196
ENSG00000023445	ENST00000673846	2752	4687	BIRC3	Q13489
ENSG00000023516	ENST00000025301	177	5880	AKAP11	Q9UKA4
ENSG00000023572	ENST00000367440	477	971	GLRX2	Q9NS18
ENSG00000023608	ENST00000216294	42	1146	SNAPC1	Q16533
ENSG00000023697	ENST00000428559	53	1007	DERA	Q9Y315
ENSG00000023734	ENST00000025399	315	1404	STRAP	Q9Y3F4
ENSG00000023839	ENST00000647814	206	4841	ABCC2	Q92887
ENSG00000023892	ENST00000316637	40	1933	DEF6	Q9H4E7
ENSG00000023902	ENST00000369124	343	1570	PLEKHO1	Q53GL0
ENSG00000023909	ENST00000370238	268	1089	GCLM	P48507
ENSG00000024048	ENST00000372899	292	5557	UBR2	Q8IWV8
ENSG00000024422	ENST00000263277	173	1802	EHD2	Q9NZN4
ENSG00000024526	ENST00000456315	84	2516	DEPDC1	Q5TB30
ENSG00000025039	ENST00000369415	281	1480	RRAGD	Q9NQL2
ENSG00000025156	ENST00000368455	87	1695	HSF2	Q03933
ENSG00000025293	ENST00000374012	98	3134	PHF20	Q9BVI0
ENSG00000025423	ENST00000555159	178	1129	HSD17B6	O14756
ENSG00000025434	ENST00000481889	169	1567	NR1H3	Q13133
ENSG00000025708	ENST00000395681	120	1580	TYMP	P19971
ENSG00000025770	ENST00000299821	79	1897	NCAPH2	Q6IBW4
ENSG00000025772	ENST00000372813	65	991	TOMM34	Q15785
ENSG00000025796	ENST00000369002	200	2479	SEC63	Q9UGP8
ENSG00000025800	ENST00000373625	76	1684	KPNA6	O60684
ENSG00000026025	ENST00000544301	432	1830	VIM	P08670
ENSG00000026103	ENST00000690268	241	1327	FAS	P25445
ENSG00000026297	ENST00000508775	369	1136	RNASET2	O00584
ENSG00000026508	ENST00000428726	134	2360	CD44	P16070
ENSG00000026559	ENST00000371571	265	1803	KCNG1	Q9UIX4
ENSG00000026652	ENST00000320285	214	1347	AGPAT4	Q9NRZ5
ENSG00000026751	ENST00000368043	56	1061	SLAMF7	Q9NQ25
ENSG00000026950	ENST00000289361	331	1870	BTN3A1	O00481
ENSG00000027001	ENST00000382172	81	2219	MIPEP	Q99797
ENSG00000027075	ENST00000332981	524	2573	PRKCH	P24723
ENSG00000027644	ENST00000368195	497	4387	INSRR	P14616
ENSG00000027697	ENST00000367739	59	1525	IFNGR1	P15260
ENSG00000027847	ENST00000029410	80	1061	B4GALT7	Q9UBV7
ENSG00000027869	ENST00000392306	141	1337	SH2D2A	Q9NP31
ENSG00000028116	ENST00000435505	746	2270	VRK2	Q86Y07
ENSG00000028137	ENST00000376259	102	1485	TNFRSF1B	P20333
ENSG00000028203	ENST00000436874	45	2382	VEZT	Q9HBM0
ENSG00000028277	ENST00000692977	36	1907	POU2F2	P09086
ENSG00000028310	ENST00000467963	145	1935	BRD9	Q9H8M2
ENSG00000028528	ENST00000261889	22	1693	SNX1	Q13596
ENSG00000028839	ENST00000613034	606	1164	TBPL1	P62380
ENSG00000029153	ENST00000266503	238	2146	BMAL2	Q8WYA1
ENSG00000029363	ENST00000531224	249	3008	BCLAF1	Q9NYF8
ENSG00000029364	ENST00000336643	679	1600	SLC39A9	Q9NUM3
ENSG00000029534	ENST00000265709	283	5973	ANK1	P16157
ENSG00000029559	ENST00000226284	95	1046	IBSP	P21815
ENSG00000029639	ENST00000367166	57	1094	TFB1M	Q8WVM0
ENSG00000029725	ENST00000537505	204	2790	RABEP1	Q15276
ENSG00000029993	ENST00000325307	48	648	HMGB3	O15347
ENSG00000030066	ENST00000378460	48	4355	NUP160	Q12769
ENSG00000030110	ENST00000374467	284	916	BAK1	Q16611
ENSG00000030304	ENST00000374448	115	2722	MUSK	O15146
ENSG00000030419	ENST00000342002	152	1747	IKZF2	Q9UKS7
ENSG00000030582	ENST00000053867	41	1820	GRN	P28799
ENSG00000031003	ENST00000689681	501	3311	FAM13B	Q9NYF5
ENSG00000031081	ENST00000264245	523	4855	ARHGAP31	Q2M1Z3
ENSG00000031691	ENST00000335783	103	907	CENPQ	Q7L2Z9
ENSG00000031698	ENST00000369923	12	1620	SARS1	P49591
ENSG00000031823	ENST00000340578	59	1759	RANBP3	Q9H6Z4
ENSG00000032219	ENST00000355431	204	3975	ARID4A	P29374
ENSG00000032389	ENST00000398659	142	1383	EIPR1	Q53HC9
ENSG00000032444	ENST00000414982	196	4321	PNPLA6	Q8IY17
ENSG00000032742	ENST00000319980	328	2827	IFT88	Q13099
ENSG00000033011	ENST00000262374	8	1400	ALG1	Q9BT22
ENSG00000033030	ENST00000672018	234	2354	ZCCHC8	Q6NZY4
ENSG00000033050	ENST00000287844	86	1954	ABCF2	Q9UG63
ENSG00000033100	ENST00000035307	1530	3846	CHPF2	Q9P2E5
ENSG00000033170	ENST00000360689	1728	3453	FUT8	Q9BYC5
ENSG00000033178	ENST00000322244	37	3192	UBA6	A0AVT1
ENSG00000033327	ENST00000361507	101	2128	GAB2	Q9UQC2
ENSG00000033627	ENST00000264649	132	2646	ATP6V0A1	Q93050
ENSG00000033800	ENST00000545237	742	2701	PIAS1	O75925
ENSG00000033867	ENST00000454389	259	4035	SLC4A7	Q9Y6M7
ENSG00000034053	ENST00000561069	305	2552	APBA2	Q99767
ENSG00000034152	ENST00000342679	211	1252	MAP2K3	P46734
ENSG00000034239	ENST00000262103	118	750	CLXN	Q9HAE3
ENSG00000034510	ENST00000233143	79	211	TMSB10	P63313
ENSG00000034533	ENST00000514044	208	2319	ASTE1	Q2TB18
ENSG00000034677	ENST00000519449	318	2831	RNF19A	Q9NV58
ENSG00000034693	ENST00000367591	239	1358	PEX3	P56589
ENSG00000034713	ENST00000037243	109	460	GABARAPL2	P60520
ENSG00000034971	ENST00000037502	78	1589	MYOC	Q99972
ENSG00000035115	ENST00000405430	378	1403	SH3YL1	Q96HL8
ENSG00000035141	ENST00000430566	57	791	FAM136A	Q96C01
ENSG00000035403	ENST00000211998	93	3495	VCL	P18206
ENSG00000035499	ENST00000265036	74	1660	DEPDC1B	Q8WUY9
ENSG00000035664	ENST00000612884	32	1495	DAPK2	Q9UIK4
ENSG00000035681	ENST00000427130	189	3032	NSMAF	Q92636
ENSG00000035687	ENST00000366535	93	1460	ADSS2	P30520
ENSG00000035720	ENST00000265404	84	969	STAP1	Q9ULZ2
ENSG00000035862	ENST00000262768	300	959	TIMP2	P16035
ENSG00000035928	ENST00000381897	135	3578	RFC1	P35251
ENSG00000036054	ENST00000394144	28	2125	TBC1D23	Q9NUY8
ENSG00000036257	ENST00000264414	355	2658	CUL3	Q13618
ENSG00000036448	ENST00000262113	136	4531	MYOM2	P54296
ENSG00000036473	ENST00000039007	94	1156	OTC	P00480
ENSG00000036530	ENST00000261835	121	1621	CYP46A1	Q9Y6A2
ENSG00000036549	ENST00000370801	477	3185	ZZZ3	Q8IYH5
ENSG00000036565	ENST00000276373	198	1772	SLC18A1	P54219
ENSG00000036672	ENST00000260187	260	2074	USP2	O75604
ENSG00000036828	ENST00000498619	439	3703	CASR	P41180
ENSG00000037042	ENST00000251412	221	1574	TUBG2	Q9NRH3
ENSG00000037241	ENST00000519974	83	518	RPL26L1	Q9UNX3
ENSG00000037280	ENST00000261937	56	4144	FLT4	P35916
ENSG00000037474	ENST00000264670	66	2366	NSUN2	Q08J23
ENSG00000037637	ENST00000375592	244	2394	FBXO42	Q6P3S6
ENSG00000037749	ENST00000522782	212	1298	MFAP3	P55082
ENSG00000037757	ENST00000040663	68	1175	MRI1	Q9BV20
ENSG00000037897	ENST00000324871	23	850	METTL1	Q9UBP6
ENSG00000037965	ENST00000040584	301	1027	HOXC8	P31273
ENSG00000038002	ENST00000264595	63	1100	AGA	P20933
ENSG00000038210	ENST00000264864	132	1575	PI4K2B	Q8TCG2
ENSG00000038219	ENST00000040738	139	9291	BOD1L1	Q8NFC6
ENSG00000038274	ENST00000321757	69	1071	MAT2B	Q9NZL9
ENSG00000038295	ENST00000507499	558	3666	TLL1	O43897
ENSG00000038358	ENST00000358933	211	4414	EDC4	Q6P2E9
ENSG00000038382	ENST00000344204	385	9676	TRIO	O75962
ENSG00000038427	ENST00000265077	287	10475	VCAN	P13611
ENSG00000038532	ENST00000409790	155	3314	CLEC16A	Q2KHT3
ENSG00000038945	ENST00000445506	65	1471	MSR1	P21757
ENSG00000039068	ENST00000261769	125	2771	CDH1	P12830
ENSG00000039123	ENST00000230640	26	3152	MTREX	P42285
ENSG00000039139	ENST00000265104	251	14122	DNAH5	Q8TE73
ENSG00000039319	ENST00000338008	181	4798	ZFYVE16	Q7Z3T8
ENSG00000039523	ENST00000422602	97	3814	RIPOR1	Q6ZS17
ENSG00000039537	ENST00000337836	178	2979	C6	P13671
ENSG00000039560	ENST00000515799	493	3442	RAI14	Q9P0K7
ENSG00000039600	ENST00000265007	361	2619	SOX30	O94993
ENSG00000039650	ENST00000322344	122	1684	PNKP	Q96T60
ENSG00000039987	ENST00000549706	325	1852	BEST2	Q8NFU1
ENSG00000040199	ENST00000567016	16	4089	PHLPP2	Q6ZVD8
ENSG00000040275	ENST00000265295	141	1956	SPDL1	Q96EA4
ENSG00000040341	ENST00000524300	255	1964	STAU2	Q9NUL3
ENSG00000040487	ENST00000375153	643	1516	SLC66A1	Q6ZP29
ENSG00000040531	ENST00000381870	480	1680	CTNS	O60931
ENSG00000040608	ENST00000425986	3	1676	RTN4R	Q9BZR6
ENSG00000040633	ENST00000320316	179	1387	PHF23	Q9BUL5
ENSG00000040731	ENST00000264463	509	2872	CDH10	Q9Y6N8
ENSG00000040933	ENST00000523221	1	2932	INPP4A	Q96PE3
ENSG00000041353	ENST00000262094	244	898	RAB27B	O00194
ENSG00000041357	ENST00000044462	120	903	PSMA4	P25789
ENSG00000041515	ENST00000457511	235	5875	MYO16	Q9Y6X6
ENSG00000041802	ENST00000265245	30	2003	LSG1	Q9H089
ENSG00000041880	ENST00000431474	372	1971	PARP3	Q9Y6F1
ENSG00000041982	ENST00000350763	313	6915	TNC	P24821
ENSG00000041988	ENST00000054650	157	874	THAP3	Q8WTV1
ENSG00000042062	ENST00000327979	415	3264	RIPOR3	Q96MK2
ENSG00000042088	ENST00000393454	41	1865	TDP1	Q9NUW8
ENSG00000042286	ENST00000373248	19	1137	AIFM2	Q9BRQ8
ENSG00000042317	ENST00000393545	163	1960	SPATA7	Q9P0W8
ENSG00000042429	ENST00000639724	208	2164	MED17	Q9NVC6
ENSG00000042445	ENST00000295802	22	1851	RETSAT	Q6NUM9
ENSG00000042493	ENST00000263867	64	1107	CAPG	P40121
ENSG00000042753	ENST00000601498	133	606	AP2S1	P53680
ENSG00000042781	ENST00000674083	440	16117	USH2A	O75445
ENSG00000042813	ENST00000046087	53	1105	ZPBP	Q9BS86
ENSG00000042832	ENST00000220616	44	8348	TG	P01266
ENSG00000042980	ENST00000265769	82	2407	ADAM28	Q9UKQ2
ENSG00000043039	ENST00000281437	189	1026	BARX2	Q9UMQ3
ENSG00000043093	ENST00000292782	50	826	DCUN1D1	Q96GG9
ENSG00000043143	ENST00000282605	87	2589	JADE2	Q9NQC1
ENSG00000043355	ENST00000376335	282	1878	ZIC2	O95409
ENSG00000043462	ENST00000046794	167	1765	LCP2	Q13094
ENSG00000043514	ENST00000316891	14	1414	TRIT1	Q9H3H1
ENSG00000043591	ENST00000369295	268	1699	ADRB1	P08588
ENSG00000044012	ENST00000372581	42	378	GUCA2B	Q16661
ENSG00000044090	ENST00000674134	189	5378	CUL7	Q14999
ENSG00000044115	ENST00000302763	89	2807	CTNNA1	P35221
ENSG00000044446	ENST00000379942	183	3887	PHKA2	P46019
ENSG00000044459	ENST00000380647	27	4245	CNTLN	Q9NXG0
ENSG00000044524	ENST00000336596	129	3078	EPHA3	P29320
ENSG00000044574	ENST00000324460	218	2179	HSPA5	P11021
ENSG00000046604	ENST00000261590	76	3430	DSG2	Q14126
ENSG00000046647	ENST00000680255	232	957	GEMIN8	Q9NWZ8
ENSG00000046651	ENST00000340096	325	3361	OFD1	O75665
ENSG00000046653	ENST00000316715	190	1173	GPM6B	Q13491
ENSG00000046774	ENST00000247452	349	1467	MAGEC2	Q9UBF1
ENSG00000046889	ENST00000288368	350	5168	PREX2	Q70Z35
ENSG00000047056	ENST00000650072	163	1891	WDR37	Q9Y2I8
ENSG00000047188	ENST00000161863	203	4493	YTHDC2	Q9H6S0
ENSG00000047230	ENST00000359276	375	2132	CTPS2	Q9NRF8
ENSG00000047249	ENST00000359530	248	1696	ATP6V1H	Q9UI12
ENSG00000047315	ENST00000381227	414	3936	POLR2B	P30876
ENSG00000047346	ENST00000546305	145	3393	ATOSA	Q32MH5
ENSG00000047365	ENST00000303965	496	5607	ARAP2	Q8WZ64
ENSG00000047410	ENST00000367478	226	7314	TPR	P12270
ENSG00000047457	ENST00000264613	38	3232	CP	P00450
ENSG00000047578	ENST00000261588	28	4882	KATNIP	O60303
ENSG00000047579	ENST00000344537	160	1212	DTNBP1	Q96EV8
ENSG00000047597	ENST00000378616	172	1504	XK	P51811
ENSG00000047617	ENST00000650848	12	3020	ANO2	Q9NQ90
ENSG00000047621	ENST00000261250	87	1742	C12orf4	Q9NQ89
ENSG00000047634	ENST00000380041	305	1292	SCML1	Q9UN30
ENSG00000047644	ENST00000380861	326	3974	WWC3	Q9ULE0
ENSG00000047648	ENST00000337414	1093	4014	ARHGAP6	O43182
ENSG00000047662	ENST00000265018	323	3502	FAM184B	Q9ULE4
ENSG00000047849	ENST00000426837	89	6979	MAP4	P27816
ENSG00000047932	ENST00000368498	224	1609	GOPC	Q9HD26
ENSG00000047936	ENST00000368508	200	7240	ROS1	P08922
ENSG00000048028	ENST00000003302	70	3300	USP28	Q96RU2
ENSG00000048052	ENST00000441542	555	3762	HDAC9	Q9UKV0
ENSG00000048140	ENST00000310032	230	1226	TSPAN17	Q96FV3
ENSG00000048162	ENST00000618911	389	1084	NOP16	Q9Y3C1
ENSG00000048342	ENST00000389652	19	4915	CC2D2A	Q9P2K1
ENSG00000048392	ENST00000522368	2	1222	RRM2B	Q7LG56
ENSG00000048405	ENST00000393313	593	2584	ZNF800	Q2TB10
ENSG00000048462	ENST00000053243	116	668	TNFRSF17	Q02223
ENSG00000048471	ENST00000566228	74	2513	SNX29	Q8TEQ0
ENSG00000048540	ENST00000540445	226	726	LMO3	Q8TAP4
ENSG00000048544	ENST00000053468	13	615	MRPS10	P82664
ENSG00000048545	ENST00000654459	470	1073	GUCA1A	P43080
ENSG00000048649	ENST00000308488	9	4331	RSF1	Q96T23
ENSG00000048707	ENST00000620676	168	13332	VPS13D	Q5THJ4
ENSG00000048740	ENST00000632065	125	1724	CELF2	O95319
ENSG00000048828	ENST00000277165	232	3586	FAM120A	Q9NZB2
ENSG00000048991	ENST00000683871	400	3802	R3HDM1	Q15032
ENSG00000049089	ENST00000372748	90	2156	COL9A2	Q14055
ENSG00000049130	ENST00000644744	194	1012	KITLG	P21583
ENSG00000049167	ENST00000265038	57	1301	ERCC8	Q13216
ENSG00000049192	ENST00000381055	858	4208	ADAMTS6	Q9UKP5
ENSG00000049239	ENST00000602477	153	2559	H6PD	O95479
ENSG00000049245	ENST00000054666	89	389	VAMP3	Q15836
ENSG00000049246	ENST00000377532	311	3941	PER3	P56645
ENSG00000049247	ENST00000377516	322	738	UTS2	O95399
ENSG00000049249	ENST00000377507	141	905	TNFRSF9	Q07011
ENSG00000049283	ENST00000268933	388	2284	EPN3	Q9H201
ENSG00000049323	ENST00000404816	373	5536	LTBP1	Q14766
ENSG00000049449	ENST00000054950	124	1117	RCN1	Q15293
ENSG00000049540	ENST00000692049	1	2359	ELN	P15502
ENSG00000049541	ENST00000055077	17	1078	RFC2	P35250
ENSG00000049618	ENST00000636930	304	7420	ARID1B	Q8NFD5
ENSG00000049656	ENST00000320895	259	1872	CLPTM1L	Q96KA5
ENSG00000049759	ENST00000635997	202	3964	NEDD4L	Q96PU5
ENSG00000049768	ENST00000557224	73	1440	FOXP3	Q9BZS1
ENSG00000049769	ENST00000055335	78	2475	PPP1R3F	Q6ZSY5
ENSG00000049860	ENST00000261416	29	1697	HEXB	P07686
ENSG00000049883	ENST00000380639	11	1175	PTCD2	Q8WV60
ENSG00000050030	ENST00000055682	618	5165	NEXMIF	Q5QGS0
ENSG00000050130	ENST00000554271	527	1502	JKAMP	Q9P055
ENSG00000050165	ENST00000525493	159	1250	DKK3	Q9UBP4
ENSG00000050327	ENST00000056217	113	4904	ARHGEF5	Q12774
ENSG00000050344	ENST00000056233	302	2384	NFE2L3	Q9Y4A8
ENSG00000050393	ENST00000379170	129	1205	MCUR1	Q96AQ8
ENSG00000050405	ENST00000394943	111	2390	LIMA1	Q9UHB6
ENSG00000050426	ENST00000418425	20	1139	LETMD1	Q6P1Q0
ENSG00000050438	ENST00000453097	158	3437	SLC4A8	Q2Y0W8
ENSG00000050555	ENST00000361069	42	4767	LAMC3	Q9Y6N6
ENSG00000050628	ENST00000497146	212	1486	PTGER3	P43115
ENSG00000050730	ENST00000509841	80	1207	TNIP3	Q96KP6
ENSG00000050748	ENST00000452135	284	1555	MAPK9	P45984
ENSG00000050767	ENST00000390654	197	1816	COL23A1	Q86Y22
ENSG00000050820	ENST00000418647	285	3032	BCAR1	P56945
ENSG00000051009	ENST00000265978	360	3317	FHIP1B	Q8N612
ENSG00000051108	ENST00000439977	104	1277	HERPUD1	Q15011
ENSG00000051128	ENST00000539827	654	1736	HOMER3	Q9NSC5
ENSG00000051180	ENST00000382643	151	1171	RAD51	Q06609
ENSG00000051341	ENST00000264233	112	7881	POLQ	O75417
ENSG00000051382	ENST00000674063	356	3565	PIK3CB	P42338
ENSG00000051523	ENST00000567174	29	658	CYBA	P13498
ENSG00000051596	ENST00000265097	108	1160	THOC3	Q96J01
ENSG00000051620	ENST00000607197	274	889	HEBP2	Q9Y5Z4
ENSG00000051825	ENST00000606320	226	3774	MPHOSPH9	Q99550
ENSG00000052126	ENST00000429027	68	3914	PLEKHA5	Q9HAU0
ENSG00000052344	ENST00000317508	230	1258	PRSS8	Q16651
ENSG00000052723	ENST00000369528	79	711	SIKE1	Q9BRV8
ENSG00000052749	ENST00000370992	110	4000	RRP12	Q5JTH9
ENSG00000052795	ENST00000264433	188	3530	FNIP2	Q9P278
ENSG00000052802	ENST00000261507	128	1007	MSMO1	Q15800
ENSG00000052841	ENST00000039989	36	3459	TTC17	Q96AE7
ENSG00000052850	ENST00000652299	78	1310	ALX4	Q9H161
ENSG00000053108	ENST00000265342	228	2753	FSTL4	Q6MZW2
ENSG00000053254	ENST00000345097	118	1587	FOXN3	O00409
ENSG00000053328	ENST00000338882	78	1175	METTL24	Q5JXM2
ENSG00000053371	ENST00000235835	21	1097	AKR7A2	O43488
ENSG00000053372	ENST00000330263	32	749	MRTO4	Q9UKD2
ENSG00000053438	ENST00000649309	72	447	NNAT	Q16517
ENSG00000053501	ENST00000263897	50	827	USE1	Q9NZ43
ENSG00000053524	ENST00000328913	643	3984	MCF2L2	Q86YR7
ENSG00000053702	ENST00000337508	53	895	NRIP2	Q9BQI9
ENSG00000053747	ENST00000313654	232	10231	LAMA3	Q16787
ENSG00000053770	ENST00000431972	260	1772	AP5M1	Q9H0R1
ENSG00000053900	ENST00000510092	63	2490	ANAPC4	Q9UJX5
ENSG00000053918	ENST00000155840	92	2120	KCNQ1	P51787
ENSG00000054116	ENST00000616395	137	700	TRAPPC3	O43617
ENSG00000054118	ENST00000354618	198	3063	THRAP3	Q9Y2W1
ENSG00000054148	ENST00000247665	23	398	PHPT1	Q9NRX4
ENSG00000054179	ENST00000355097	65	1549	ENTPD2	Q9Y5L3
ENSG00000054219	ENST00000263636	75	5240	LY75	O60449
ENSG00000054267	ENST00000366603	378	4313	ARID4B	Q4LE39
ENSG00000054277	ENST00000366554	116	1321	OPN3	Q9H1Y3
ENSG00000054282	ENST00000366541	134	2273	SDCCAG8	Q86SQ7
ENSG00000054356	ENST00000295718	70	3006	PTPRN	Q16849
ENSG00000054392	ENST00000545154	106	1588	HHAT	Q5VTY9
ENSG00000054523	ENST00000377081	80	5549	KIF1B	O60333
ENSG00000054598	ENST00000645831	532	2191	FOXC1	Q12948
ENSG00000054611	ENST00000337137	138	1689	TBC1D22A	Q8WUA7
ENSG00000054654	ENST00000358025	213	20934	SYNE2	Q8WXH0
ENSG00000054690	ENST00000329153	144	4236	PLEKHH1	Q9ULM0
ENSG00000054793	ENST00000338821	22	3162	ATP9A	O75110
ENSG00000054796	ENST00000371263	66	1254	SPO11	Q9Y5K1
ENSG00000054803	ENST00000064571	1349	1951	CBLN4	Q9NTU7
ENSG00000054938	ENST00000263671	288	1640	CHRDL2	Q6WN34
ENSG00000054965	ENST00000064778	286	1017	FAM168A	Q92567
ENSG00000054967	ENST00000064780	127	1417	RELT	Q969Z4
ENSG00000054983	ENST00000261304	19	2073	GALC	P54803
ENSG00000055044	ENST00000264279	180	1767	NOP58	Q9Y2X3
ENSG00000055070	ENST00000401088	17	473	SZRD1	Q7Z422
ENSG00000055118	ENST00000262186	409	3885	KCNH2	Q12809
ENSG00000055130	ENST00000409469	527	2855	CUL1	Q13616
ENSG00000055147	ENST00000351797	69	1583	FAM114A2	Q9NRY5
ENSG00000055163	ENST00000616178	141	3975	CYFIP2	Q96F07
ENSG00000055208	ENST00000637181	394	2473	TAB2	Q9NYJ8
ENSG00000055211	ENST00000367419	41	1031	GINM1	Q9NU53
ENSG00000055332	ENST00000233057	257	1909	EIF2AK2	P19525
ENSG00000055483	ENST00000589225	219	3587	USP36	Q9P275
ENSG00000055609	ENST00000682283	1	14904	KMT2C	Q8NEZ4
ENSG00000055732	ENST00000370589	108	1766	MCOLN3	Q8TDD5
ENSG00000055813	ENST00000407595	636	2295	CCDC85A	Q96PX6
ENSG00000055917	ENST00000338086	24	3215	PUM2	Q8TB72
ENSG00000055950	ENST00000370242	55	837	MRPL43	Q8N983
ENSG00000055955	ENST00000485816	32	2836	ITIH4	Q14624
ENSG00000055957	ENST00000273283	18	2751	ITIH1	P19827
ENSG00000056050	ENST00000393381	68	1105	HPF1	Q9NWY4
ENSG00000056097	ENST00000265069	83	3304	ZFR	Q96KR1
ENSG00000056277	ENST00000370978	155	2365	ZNF280C	Q8ND82
ENSG00000056291	ENST00000395999	346	1615	NPFFR2	Q9Y5X5
ENSG00000056487	ENST00000313237	457	2049	PHF21B	Q96EK2
ENSG00000056558	ENST00000373887	474	1721	TRAF1	Q13077
ENSG00000056586	ENST00000373670	602	4174	RC3H2	Q9HBD1
ENSG00000056736	ENST00000288167	22	1528	IL17RB	Q9NRM6
ENSG00000056972	ENST00000340026	596	2317	TRAF3IP2	O43734
ENSG00000056998	ENST00000381163	283	1786	GYG2	O15488
ENSG00000057019	ENST00000326857	1	2367	DCBLD2	Q96PD2
ENSG00000057149	ENST00000283752	75	1244	SERPINB3	P29508
ENSG00000057252	ENST00000367619	149	1799	SOAT1	P35610
ENSG00000057294	ENST00000070846	47	2689	PKP2	Q99959
ENSG00000057468	ENST00000263187	105	2913	MSH4	O15457
ENSG00000057593	ENST00000375581	36	1434	F7	P08709
ENSG00000057608	ENST00000380191	177	1511	GDI2	P50395
ENSG00000057657	ENST00000648754	261	2778	PRDM1	O75626
ENSG00000057663	ENST00000343245	201	1025	ATG5	Q9H1Y0
ENSG00000057704	ENST00000261226	128	1558	TMCC3	Q9ULS5
ENSG00000057757	ENST00000246151	99	732	PITHD1	Q9GZP4
ENSG00000057935	ENST00000405094	115	1897	MTA3	Q9BTC8
ENSG00000058056	ENST00000263966	187	2776	USP13	Q92995
ENSG00000058063	ENST00000323116	257	3788	ATP11B	Q9Y2G3
ENSG00000058085	ENST00000264144	90	3669	LAMC2	Q13753
ENSG00000058091	ENST00000380050	308	1715	CDK14	O94921
ENSG00000058262	ENST00000464451	246	1692	SEC61A1	P61619
ENSG00000058272	ENST00000450142	167	3256	PPP1R12A	O14974
ENSG00000058335	ENST00000419573	276	4094	RASGRF1	Q13972
ENSG00000058404	ENST00000395749	174	2171	CAMK2B	Q13554
ENSG00000058453	ENST00000375541	89	6140	CROCC	Q5TZA2
ENSG00000058600	ENST00000299853	168	2292	POLR3E	Q9NVU0
ENSG00000058668	ENST00000357681	853	4468	ATP2B4	P23634
ENSG00000058673	ENST00000367210	1760	4190	ZC3H11A	O75152
ENSG00000058729	ENST00000283109	57	1712	RIOK2	Q9BVS4
ENSG00000058799	ENST00000464950	71	988	YIPF1	Q9Y548
ENSG00000058804	ENST00000371429	36	2057	NDC1	Q9BTX1
ENSG00000058866	ENST00000265022	538	2910	DGKG	P49619
ENSG00000059122	ENST00000253928	412	2560	FLYWCH1	Q4VC44
ENSG00000059145	ENST00000389221	14	2212	UNKL	Q9H9P5
ENSG00000059377	ENST00000416849	539	2279	TBXAS1	P24557
ENSG00000059378	ENST00000263549	105	2207	PARP12	Q9H0J9
ENSG00000059573	ENST00000371224	144	2528	ALDH18A1	P54886
ENSG00000059588	ENST00000040877	77	4939	TARBP1	Q13395
ENSG00000059691	ENST00000263985	26	1696	GATB	O75879
ENSG00000059728	ENST00000264444	223	886	MXD1	Q05195
ENSG00000059758	ENST00000261211	484	2052	CDK17	Q00537
ENSG00000059769	ENST00000313525	75	1155	DNAJC25	Q9H1X3
ENSG00000059804	ENST00000075120	154	1641	SLC2A3	P11169
ENSG00000059915	ENST00000406432	204	3275	PSD	A5PKW4
ENSG00000060069	ENST00000613122	146	3029	CTDP1	Q9Y5B0
ENSG00000060138	ENST00000228251	213	1328	YBX3	P16989
ENSG00000060140	ENST00000075503	282	1547	STYK1	Q6J9G0
ENSG00000060237	ENST00000530271	644	9143	WNK1	Q9H4A3
ENSG00000060339	ENST00000265872	95	3545	CCAR1	Q8IX12
ENSG00000060491	ENST00000290291	26	2057	OGFR	Q9NZT2
ENSG00000060558	ENST00000262958	419	1541	GNA15	P30679
ENSG00000060566	ENST00000078445	118	1501	CREB3L3	Q68CJ9
ENSG00000060642	ENST00000686325	360	1878	PIGV	Q9NUD9
ENSG00000060656	ENST00000345512	130	4468	PTPRU	Q92729
ENSG00000060688	ENST00000263694	38	1108	SNRNP40	Q96DI7
ENSG00000060709	ENST00000690449	430	4515	RIMBP2	O15034
ENSG00000060718	ENST00000358392	319	5772	COL11A1	P12107
ENSG00000060762	ENST00000360961	65	391	MPC1	Q9Y5U8
ENSG00000060971	ENST00000333167	93	1364	ACAA1	P09110
ENSG00000060982	ENST00000539282	88	1281	BCAT1	P54687
ENSG00000061273	ENST00000380610	8	3049	HDAC7	Q8WUI4
ENSG00000061337	ENST00000381569	359	2146	LZTS1	Q9Y250
ENSG00000061455	ENST00000407847	295	2080	PRDM6	Q9NQX0
ENSG00000061492	ENST00000506684	96	1203	WNT8A	Q9H1J5
ENSG00000061656	ENST00000374273	176	1487	SPAG4	Q9NPE6
ENSG00000061676	ENST00000360982	760	4161	NCKAP1	Q9Y2A7
